country_name,year,co2_emissions,male_death_rate,female_death_rate,cigarette_sales,land_area,GDP,population,gdp_norm,co2_norm
Portugal,1986,30520.441,27.52,4.68,4.900000095367432,91605.6,38745901354.0,10032734.0,3861.9484333981145,0.33317221872898595
Portugal,1987,31536.2,29.6,4.57,5.300000190734863,91605.6,48182925857.0,10030031.0,4803.866095428818,0.344260612888295
Portugal,1988,32925.993,28.03,4.7,5.099999904632568,91605.6,56347250696.0,10019610.0,5623.696999783425,0.35943209803767456
Portugal,1989,41209.746,27.11,4.75,5.099999904632568,91605.6,60594092182.0,10005000.0,6056.381027686157,0.4498605543765883
Portugal,1990,41070.0,29.15,4.97,5.300000190734863,91605.6,78713860217.0,9983218.0,7884.617987606802,0.4483350362859912
Portugal,1991,42770.0,28.74,5.3,5.5,91605.6,89233599278.0,9960235.0,8958.985332976581,0.4668928537120001
Portugal,1992,46770.0,28.84,4.91,5.699999809265137,91605.6,107592000000.0,9952494.0,10810.556630328036,0.5105583064790798
Portugal,1993,45790.0,32.37,5.34,5.699999809265137,91605.6,95009751901.0,9964675.0,9534.656363704788,0.4998602705511453
Portugal,1994,47300.0,30.9,5.18,5.900000095367432,91605.6,99688641304.0,9991525.0,9977.319909022897,0.5163439789707179
Portugal,1995,50690.0,31.06,5.31,5.400000095367432,91605.6,118122000000.0,10026176.0,11781.361109160662,0.553350450190818
Portugal,1996,48740.0,32.11,4.68,5.300000190734863,91605.6,122630000000.0,10063945.0,12185.082490017583,0.5320635419668667
Portugal,1997,50930.0,31.55,5.07,5.400000095367432,91605.6,117017000000.0,10108977.0,11575.553095036224,0.5559703773568427
Portugal,1998,55600.0,33.15,5.28,5.300000190734863,91605.6,123946000000.0,10160196.0,12199.174110420705,0.6069497934624084
Portugal,1999,62210.0,30.65,5.33,5.5,91605.6,127470000000.0,10217828.0,12475.25403637642,0.6791069541600077
Portugal,2000,61660.0,31.65,5.68,5.400000095367432,91605.6,118605000000.0,10289898.0,11526.353322452758,0.6731029544045342
Portugal,2001,61380.0,31.32,5.01,5.599999904632568,91605.6,121604000000.0,10362722.0,11734.754633000866,0.6700463727108386
Portugal,2002,65599.9984741211,32.12,5.96,5.5,91605.6,134796000000.0,10419631.0,12936.734515838421,0.7161134087230594
Portugal,2003,60520.0004577637,33.57,5.82,5.400000095367432,91605.6,165226000000.0,10458821.0,15797.765350415692,0.6606583053630313
Portugal,2007,58799.9992370605,32.94,6.23,4.400000095367432,91605.6,240496000000.0,10542964.0,22811.042511384843,0.6418821473475476
Portugal,2008,56840.0001525879,31.2,6.29,4.0,91605.6,263416000000.0,10558177.0,24949.00398051671,0.620486085485908
