country_code,country_name,year,co2_normalized,merge_id,male_death_rate,female_death_rate,cigarette_sales,gdp_normalized,co2_emissions_-8,co2_emissions_-7,co2_emissions_-6,co2_emissions_-5,co2_emissions_-4,co2_emissions_-3,co2_emissions_-2,co2_emissions_-1,cigarette_sales_-8,cigarette_sales_-7,cigarette_sales_-6,cigarette_sales_-5,cigarette_sales_-4,cigarette_sales_-3,cigarette_sales_-2,cigarette_sales_-1,GDP_-8,GDP_-7,GDP_-6,GDP_-5,GDP_-4,GDP_-3,GDP_-2,GDP_-1
POL,Poland,1984,1.4173524581060335,POL_1984,69.55,8.92,8.800000190734863,1787.814585677583,1.3034841603240455,1.3687793519093197,1.411351193937216,1.4454302289876848,1.5175771632966386,1.3395037239081438,1.3791887302779864,1.37960798026982,9.399999618530272,9.399999618530272,9.399999618530272,9.5,9.600000381469728,9.100000381469728,9.199999809265137,8.600000381469727,1920.3973954413018,1901.9762442903452,1886.9331296188254,1871.8569763110659,1854.6542654427442,1837.8926456631846,1821.0563927373748,1804.0603581042535
POL,Poland,1985,1.4565703001992616,POL_1985,71.11,9.06,9.199999809265137,1773.5055370715759,1.3687793519093197,1.411351193937216,1.4454302289876848,1.5175771632966386,1.3395037239081438,1.3791887302779864,1.37960798026982,1.4173524581060335,9.399999618530272,9.399999618530272,9.5,9.600000381469728,9.100000381469728,9.199999809265137,8.600000381469727,8.800000190734863,1901.9762442903452,1886.9331296188254,1871.8569763110659,1854.6542654427442,1837.8926456631846,1821.0563927373748,1804.0603581042535,1787.814585677583
POL,Poland,1986,1.4809706497239734,POL_1986,72.37,9.34,9.699999809265137,1761.4678401945487,1.411351193937216,1.4454302289876848,1.5175771632966386,1.3395037239081438,1.3791887302779864,1.37960798026982,1.4173524581060335,1.4565703001992616,9.399999618530272,9.5,9.600000381469728,9.100000381469728,9.199999809265137,8.600000381469727,8.800000190734863,9.199999809265137,1886.9331296188254,1871.8569763110659,1854.6542654427442,1837.8926456631846,1821.0563927373748,1804.0603581042535,1787.814585677583,1773.5055370715759
POL,Poland,1987,1.5201166203900303,POL_1987,72.97,9.56,10.10000038146973,1751.5575612432235,1.4454302289876848,1.5175771632966386,1.3395037239081438,1.3791887302779864,1.37960798026982,1.4173524581060335,1.4565703001992616,1.4809706497239734,9.5,9.600000381469728,9.100000381469728,9.199999809265137,8.600000381469727,8.800000190734863,9.199999809265137,9.699999809265137,1871.8569763110659,1854.6542654427442,1837.8926456631846,1821.0563927373748,1804.0603581042535,1787.814585677583,1773.5055370715759,1761.4678401945487
POL,Poland,1988,1.456821850194362,POL_1988,75.5,10.16,9.199999809265137,1744.3131227926501,1.5175771632966386,1.3395037239081438,1.3791887302779864,1.37960798026982,1.4173524581060335,1.4565703001992616,1.4809706497239734,1.5201166203900303,9.600000381469728,9.100000381469728,9.199999809265137,8.600000381469727,8.800000190734863,9.199999809265137,9.699999809265137,10.10000038146973,1854.6542654427442,1837.8926456631846,1821.0563927373748,1804.0603581042535,1787.814585677583,1773.5055370715759,1761.4678401945487,1751.5575612432235
POL,Poland,1989,1.3843395158919414,POL_1989,75.42,10.33,9.300000190734863,1738.0161119695679,1.3395037239081438,1.3791887302779864,1.37960798026982,1.4173524581060335,1.4565703001992616,1.4809706497239734,1.5201166203900303,1.456821850194362,9.100000381469728,9.199999809265137,8.600000381469727,8.800000190734863,9.199999809265137,9.699999809265137,10.10000038146973,9.199999809265137,1837.8926456631846,1821.0563927373748,1804.0603581042535,1787.814585677583,1773.5055370715759,1761.4678401945487,1751.5575612432235,1744.3131227926501
POL,Poland,1990,1.1439911148858328,POL_1990,77.47,10.96,9.899999618530272,1731.2095311242892,1.3791887302779864,1.37960798026982,1.4173524581060335,1.4565703001992616,1.4809706497239734,1.5201166203900303,1.456821850194362,1.3843395158919414,9.199999809265137,8.600000381469727,8.800000190734863,9.199999809265137,9.699999809265137,10.10000038146973,9.199999809265137,9.300000190734863,1821.0563927373748,1804.0603581042535,1787.814585677583,1773.5055370715759,1761.4678401945487,1751.5575612432235,1744.3131227926501,1738.0161119695679
POL,Poland,1991,1.1485970012739686,POL_1991,78.14,11.18,10.69999980926514,2235.5410886254745,1.37960798026982,1.4173524581060335,1.4565703001992616,1.4809706497239734,1.5201166203900303,1.456821850194362,1.3843395158919414,1.1439911148858328,8.600000381469727,8.800000190734863,9.199999809265137,9.699999809265137,10.10000038146973,9.199999809265137,9.300000190734863,9.899999618530272,1804.0603581042535,1787.814585677583,1773.5055370715759,1761.4678401945487,1751.5575612432235,1744.3131227926501,1738.0161119695679,1731.2095311242892
POL,Poland,1992,1.121647666024238,POL_1992,76.47,10.95,9.100000381469728,2459.020684675425,1.4173524581060335,1.4565703001992616,1.4809706497239734,1.5201166203900303,1.456821850194362,1.3843395158919414,1.1439911148858328,1.1485970012739686,8.800000190734863,9.199999809265137,9.699999809265137,10.10000038146973,9.199999809265137,9.300000190734863,9.899999618530272,10.69999980926514,1787.814585677583,1773.5055370715759,1761.4678401945487,1751.5575612432235,1744.3131227926501,1738.0161119695679,1731.2095311242892,2235.5410886254745
POL,Poland,1993,1.1237709469833077,POL_1993,78.25,11.69,9.699999809265137,2497.195241162258,1.4565703001992616,1.4809706497239734,1.5201166203900303,1.456821850194362,1.3843395158919414,1.1439911148858328,1.1485970012739686,1.121647666024238,9.199999809265137,9.699999809265137,10.10000038146973,9.199999809265137,9.300000190734863,9.899999618530272,10.69999980926514,9.100000381469728,1773.5055370715759,1761.4678401945487,1751.5575612432235,1744.3131227926501,1738.0161119695679,1731.2095311242892,2235.5410886254745,2459.020684675425
POL,Poland,1994,1.1098226243752654,POL_1994,77.69,11.79,8.899999618530273,2874.8151528338008,1.4809706497239734,1.5201166203900303,1.456821850194362,1.3843395158919414,1.1439911148858328,1.1485970012739686,1.121647666024238,1.1237709469833077,9.699999809265137,10.10000038146973,9.199999809265137,9.300000190734863,9.899999618530272,10.69999980926514,9.100000381469728,9.699999809265137,1761.4678401945487,1751.5575612432235,1744.3131227926501,1738.0161119695679,1731.2095311242892,2235.5410886254745,2459.020684675425,2497.195241162258
