,country_code,country_name,year,co2_emissions,merge_id,male_death_rate,female_death_rate,cigarette_sales,land_area,Code,Year,smoking_prevalence
556,FRA,France,1968.0,384631.63,FRA_1968,32.99,4.02,5.599999904632568,547557.0,,,
557,FRA,France,1969.0,413259.899,FRA_1969,33.29,3.85,5.599999904632568,547557.0,,,
558,FRA,France,1970.0,439013.24,FRA_1970,32.94,3.72,5.800000190734863,547557.0,,,
559,FRA,France,1971.0,462434.369,FRA_1971,34.74,3.84,5.900000095367432,547557.0,,,
560,FRA,France,1972.0,480729.032,FRA_1972,36.98,3.91,5.699999809265137,547557.0,,,
561,FRA,France,1973.0,516599.626,FRA_1973,37.67,3.93,5.900000095367432,547557.0,,,
562,FRA,France,1974.0,499071.366,FRA_1974,39.52,4.02,6.099999904632568,547557.0,,,
563,FRA,France,1975.0,446919.292,FRA_1975,39.92,3.98,6.300000190734863,547557.0,,,
564,FRA,France,1976.0,505602.293,FRA_1976,42.55,4.01,6.099999904632568,547557.0,,,
565,FRA,France,1977.0,480857.377,FRA_1977,43.59,4.08,6.300000190734863,547557.0,,,
566,FRA,France,1978.0,505858.983,FRA_1978,45.89,4.27,6.099999904632568,547557.0,,,
567,FRA,France,1979.0,529155.434,FRA_1979,46.25,4.13,6.199999809265137,547557.0,,,
568,FRA,France,1980.0,505363.938,FRA_1980,46.81,4.26,6.099999904632568,547557.0,,,
569,FRA,France,1981.0,454700.666,FRA_1981,47.63,4.45,6.0,547557.0,,,
570,FRA,France,1982.0,436893.714,FRA_1982,48.04,4.51,6.0,547557.0,,,
571,FRA,France,1983.0,422603.415,FRA_1983,48.26,4.74,6.099999904632568,547557.0,,,
572,FRA,France,1984.0,405342.846,FRA_1984,49.47,4.64,6.099999904632568,547557.0,,,
573,FRA,France,1985.0,400880.107,FRA_1985,50.01,4.87,6.400000095367432,547557.0,,,
574,FRA,France,1986.0,385614.386,FRA_1986,51.98,5.07,6.199999809265137,547557.0,,,
575,FRA,France,1987.0,377491.981,FRA_1987,51.7,5.53,6.099999904632568,547557.0,,,
576,FRA,France,1988.0,372207.834,FRA_1988,52.37,5.59,6.0,547557.0,,,
577,FRA,France,1989.0,390649.177,FRA_1989,52.67,5.73,6.0,547557.0,,,
578,FRA,France,1990.0,356240.0,FRA_1990,51.93,5.69,5.900000095367432,547557.0,,,
579,FRA,France,1991.0,380650.0,FRA_1991,52.68,5.99,6.0,547557.0,,,
580,FRA,France,1992.0,368590.0,FRA_1992,52.79,6.03,5.900000095367432,547557.0,,,
581,FRA,France,1993.0,349420.0,FRA_1993,52.94,6.33,5.699999809265137,547557.0,,,
582,FRA,France,1994.0,344400.0,FRA_1994,51.65,6.55,5.599999904632568,547557.0,,,
583,FRA,France,1995.0,352240.0,FRA_1995,52.11,7.01,5.400000095367432,547557.0,,,
584,FRA,France,1996.0,367900.0,FRA_1996,51.81,7.26,5.400000095367432,547557.0,,,
585,FRA,France,1997.0,359070.0,FRA_1997,51.24,7.22,5.199999809265137,547557.0,,,
586,FRA,France,1998.0,381110.0,FRA_1998,52.55,8.12,5.199999809265137,547557.0,,,
587,FRA,France,1999.0,374900.0,FRA_1999,51.82,8.4,5.199999809265137,547557.0,,,
588,FRA,France,2000.0,373120.0,FRA_2000,50.46,8.19,5.099999904632568,547557.0,FRA,2000.0,34.20000076293945
589,FRA,France,2001.0,376730.0,FRA_2001,49.72,8.49,5.199999809265137,547557.0,,,
590,FRA,France,2002.0,371019.989013672,FRA_2002,49.26,9.24,4.900000095367432,547557.0,,,
591,FRA,France,2003.0,376709.991455078,FRA_2003,48.44,9.89,4.300000190734863,547557.0,,,
592,FRA,France,2004.0,377790.008544922,FRA_2004,48.44,10.14,3.5,547557.0,,,
593,FRA,France,2005.0,380660.003662109,FRA_2005,48.66,10.81,3.5,547557.0,FRA,2005.0,34.099998474121094
594,FRA,France,2006.0,371549.987792969,FRA_2006,47.76,11.25,3.5,547557.0,,,
595,FRA,France,2007.0,362829.986572266,FRA_2007,47.14,11.29,3.5,547557.0,,,
596,FRA,France,2008.0,357989.990234375,FRA_2008,45.92,11.84,3.400000095367432,547557.0,,,
597,FRA,France,2009.0,343730.010986328,FRA_2009,45.8,12.33,3.5,547557.0,,,
598,FRA,France,2010.0,347779.998779297,FRA_2010,44.47,12.36,3.5,547557.0,FRA,2010.0,33.79999923706055
599,GBR,United Kingdom,1960.0,584299.78,GBR_1960,68.39,8.84,8.300000190734863,241930.0,,,
600,GBR,United Kingdom,1961.0,588938.535,GBR_1961,69.69,9.35,8.399999618530273,241930.0,,,
601,GBR,United Kingdom,1962.0,593360.937,GBR_1962,71.73,9.69,8.100000381469727,241930.0,,,
602,GBR,United Kingdom,1963.0,603822.888,GBR_1963,73.4,10.08,8.300000190734863,241930.0,,,
603,GBR,United Kingdom,1964.0,608355.3,GBR_1964,74.85,10.66,8.300000190734863,241930.0,,,
604,GBR,United Kingdom,1965.0,622619.93,GBR_1965,76.44,11.28,8.100000381469727,241930.0,,,
605,GBR,United Kingdom,1966.0,618564.228,GBR_1966,77.63,11.71,8.399999618530273,241930.0,,,
606,GBR,United Kingdom,1967.0,592517.527,GBR_1967,79.78,12.35,8.5,241930.0,,,
607,GBR,United Kingdom,1968.0,606969.174,GBR_1968,80.45,12.88,8.600000381469727,241930.0,,,
608,GBR,United Kingdom,1969.0,628857.497,GBR_1969,82.37,13.16,8.800000190734863,241930.0,,,
609,GBR,United Kingdom,1970.0,653063.364,GBR_1970,82.53,13.75,9.0,241930.0,,,
610,GBR,United Kingdom,1971.0,660863.073,GBR_1971,81.68,14.27,8.5,241930.0,,,
611,GBR,United Kingdom,1972.0,648486.948,GBR_1972,82.9,14.92,9.100000381469728,241930.0,,,
612,GBR,United Kingdom,1973.0,660034.331,GBR_1973,83.67,15.31,9.5,241930.0,,,
613,GBR,United Kingdom,1974.0,617607.141,GBR_1974,84.4,16.41,9.399999618530272,241930.0,,,
614,GBR,United Kingdom,1975.0,603643.205,GBR_1975,82.58,16.55,9.199999809265137,241930.0,,,
615,GBR,United Kingdom,1976.0,598912.775,GBR_1976,83.48,16.98,9.0,241930.0,,,
616,GBR,United Kingdom,1977.0,604746.972,GBR_1977,82.65,17.71,8.699999809265137,241930.0,,,
617,GBR,United Kingdom,1978.0,605084.336,GBR_1978,83.09,18.4,8.600000381469727,241930.0,,,
618,GBR,United Kingdom,1979.0,644893.288,GBR_1979,83.16,19.08,8.399999618530273,241930.0,,,
619,GBR,United Kingdom,1980.0,579290.658,GBR_1980,81.75,19.64,8.100000381469727,241930.0,,,
620,GBR,United Kingdom,1981.0,560819.979,GBR_1981,78.37,19.58,7.5,241930.0,,,
621,GBR,United Kingdom,1982.0,548520.861,GBR_1982,77.24,20.74,6.900000095367432,241930.0,,,
622,GBR,United Kingdom,1983.0,545741.275,GBR_1983,78.21,20.7,6.900000095367432,241930.0,,,
623,GBR,United Kingdom,1984.0,529335.117,GBR_1984,76.61,22.08,6.599999904632568,241930.0,,,
624,GBR,United Kingdom,1985.0,559855.558,GBR_1985,75.91,21.97,6.5,241930.0,,,
625,GBR,United Kingdom,1986.0,568777.369,GBR_1986,72.98,22.25,6.300000190734863,241930.0,,,
626,GBR,United Kingdom,1987.0,571868.65,GBR_1987,71.01,22.75,6.300000190734863,241930.0,,,
627,GBR,United Kingdom,1988.0,570464.189,GBR_1988,70.02,23.52,6.199999809265137,241930.0,,,
628,GBR,United Kingdom,1989.0,581721.879,GBR_1989,67.5,23.42,6.300000190734863,241930.0,,,
629,GBR,United Kingdom,1990.0,561770.0,GBR_1990,66.12,23.31,6.5,241930.0,,,
630,GBR,United Kingdom,1991.0,570680.0,GBR_1991,64.87,23.41,6.199999809265137,241930.0,,,
631,GBR,United Kingdom,1992.0,557890.0,GBR_1992,62.62,23.45,5.900000095367432,241930.0,,,
632,GBR,United Kingdom,1993.0,541380.0,GBR_1993,59.76,23.26,5.699999809265137,241930.0,,,
633,GBR,United Kingdom,1994.0,535180.0,GBR_1994,57.83,23.36,5.599999904632568,241930.0,,,
634,GBR,United Kingdom,1995.0,526810.0,GBR_1995,55.39,23.3,5.699999809265137,241930.0,,,
635,GBR,United Kingdom,1996.0,545480.0,GBR_1996,53.02,23.3,5.699999809265137,241930.0,,,
636,GBR,United Kingdom,1997.0,524190.0,GBR_1997,50.65,22.66,5.599999904632568,241930.0,,,
637,GBR,United Kingdom,1998.0,526000.0,GBR_1998,49.76,23.1,5.599999904632568,241930.0,,,
638,GBR,United Kingdom,1999.0,522750.0,GBR_1999,47.39,22.92,5.800000190734863,241930.0,,,
639,GBR,United Kingdom,2000.0,530890.0,GBR_2000,45.87,22.78,5.699999809265137,241930.0,GBR,2000.0,37.900001525878906
640,GBR,United Kingdom,2001.0,545260.0,GBR_2001,44.81,22.49,5.599999904632568,241930.0,,,
641,GBR,United Kingdom,2002.0,530789.978027344,GBR_2002,43.88,22.69,5.5,241930.0,,,
642,GBR,United Kingdom,2003.0,543039.978027344,GBR_2003,41.95,22.66,5.400000095367432,241930.0,,,
643,GBR,United Kingdom,2004.0,543080.017089844,GBR_2004,40.8,22.66,5.199999809265137,241930.0,,,
644,GBR,United Kingdom,2005.0,540919.982910156,GBR_2005,40.14,23.0,5.099999904632568,241930.0,GBR,2005.0,30.100000381469727
645,GBR,United Kingdom,2006.0,542059.997558594,GBR_2006,39.77,23.89,4.900000095367432,241930.0,,,
646,GBR,United Kingdom,2007.0,530500.0,GBR_2007,39.03,23.82,4.699999809265137,241930.0,,,
647,GBR,United Kingdom,2008.0,515340.026855469,GBR_2008,38.58,24.37,4.5,241930.0,,,
648,GBR,United Kingdom,2009.0,466489.990234375,GBR_2009,37.54,23.7,4.300000190734863,241930.0,,,
649,GBR,United Kingdom,2010.0,482440.002441406,GBR_2010,36.25,23.77,4.0,241930.0,GBR,2010.0,24.100000381469727
650,GBR,United Kingdom,2011.0,445589.996337891,GBR_2011,35.69,23.43,3.5,241930.0,,,
651,GBR,United Kingdom,2012.0,467779.998779297,GBR_2012,34.31,23.75,3.400000095367432,241930.0,,,
652,GBR,United Kingdom,2013.0,453760.009765625,GBR_2013,33.87,23.21,3.200000047683716,241930.0,,,
653,GBR,United Kingdom,2014.0,415600.006103516,GBR_2014,33.13,23.3,3.0,241930.0,,,
654,GEO,Georgia,1990.0,33490.0,GEO_1990,31.7,4.68,6.099999904632568,69490.0,,,
655,GEO,Georgia,1991.0,25510.0,GEO_1991,31.85,5.03,6.300000190734863,69490.0,,,
656,GEO,Georgia,1992.0,20070.0,GEO_1992,25.6,4.23,4.099999904632568,69490.0,,,
657,GEO,Georgia,1994.0,10440.0,GEO_1994,20.99,2.66,6.199999809265137,69490.0,,,
658,GEO,Georgia,1995.0,8180.0,GEO_1995,18.19,3.43,6.400000095367432,69490.0,,,
659,GEO,Georgia,1996.0,6360.0,GEO_1996,19.74,3.28,6.599999904632568,69490.0,,,
660,GEO,Georgia,1997.0,5520.0,GEO_1997,22.58,4.26,6.699999809265137,69490.0,,,
661,GEO,Georgia,1998.0,4990.0,GEO_1998,24.9,4.13,6.900000095367432,69490.0,,,
662,GEO,Georgia,1999.0,4520.0,GEO_1999,25.07,3.98,7.0,69490.0,,,
663,GRC,Greece,1961.0,9823.893,GRC_1961,26.48,5.25,4.800000190734863,128900.0,,,
664,GRC,Greece,1962.0,10164.924,GRC_1962,30.78,5.11,4.900000095367432,128900.0,,,
665,GRC,Greece,1963.0,12258.781,GRC_1963,31.05,6.5,5.099999904632568,128900.0,,,
666,GRC,Greece,1964.0,13223.202,GRC_1964,32.15,5.55,5.099999904632568,128900.0,,,
667,GRC,Greece,1965.0,17025.881,GRC_1965,34.21,6.94,5.300000190734863,128900.0,,,
668,GRC,Greece,1966.0,18650.362,GRC_1966,34.22,6.84,5.599999904632568,128900.0,,,
669,GRC,Greece,1967.0,19534.109,GRC_1967,36.66,6.82,5.699999809265137,128900.0,,,
670,GRC,Greece,1968.0,22321.029,GRC_1968,36.97,6.28,5.900000095367432,128900.0,,,
671,GRC,Greece,1969.0,25474.649,GRC_1969,38.17,6.79,6.0,128900.0,,,
672,GRC,Greece,1970.0,24165.53,GRC_1970,34.84,6.78,6.300000190734863,128900.0,,,
673,GRC,Greece,1971.0,27814.195,GRC_1971,36.63,5.73,6.400000095367432,128900.0,,,
674,GRC,Greece,1972.0,31572.87,GRC_1972,38.12,6.5,6.599999904632568,128900.0,,,
675,GRC,Greece,1973.0,37256.72,GRC_1973,43.37,6.94,7.0,128900.0,,,
676,GRC,Greece,1974.0,36218.959,GRC_1974,45.82,6.78,7.300000190734863,128900.0,,,
677,GRC,Greece,1975.0,38873.867,GRC_1975,43.46,7.49,7.5,128900.0,,,
678,GRC,Greece,1976.0,42911.234,GRC_1976,47.25,6.86,7.900000095367432,128900.0,,,
679,GRC,Greece,1977.0,46999.939,GRC_1977,48.34,7.86,8.100000381469727,128900.0,,,
680,GRC,Greece,1978.0,48081.704,GRC_1978,50.36,7.89,8.399999618530273,128900.0,,,
681,GRC,Greece,1979.0,51293.996,GRC_1979,51.15,7.67,8.300000190734863,128900.0,,,
682,GRC,Greece,1980.0,51429.675,GRC_1980,48.15,6.9,8.100000381469727,128900.0,,,
683,GRC,Greece,1981.0,50721.944,GRC_1981,50.0,6.74,7.099999904632568,128900.0,,,
684,GRC,Greece,1982.0,52148.407,GRC_1982,51.18,7.19,8.600000381469727,128900.0,,,
685,GRC,Greece,1983.0,55544.049,GRC_1983,52.59,6.99,9.0,128900.0,,,
686,GRC,Greece,1984.0,57054.853,GRC_1984,52.62,7.06,9.5,128900.0,,,
687,GRC,Greece,1985.0,60600.842,GRC_1985,54.92,7.98,9.699999809265137,128900.0,,,
688,GRC,Greece,1986.0,59130.375,GRC_1986,54.37,7.18,9.899999618530272,128900.0,,,
689,GRC,Greece,1987.0,63472.103,GRC_1987,54.21,7.29,9.600000381469728,128900.0,,,
690,GRC,Greece,1988.0,67989.847,GRC_1988,54.52,7.86,9.100000381469728,128900.0,,,
691,GRC,Greece,1989.0,74183.41,GRC_1989,56.59,7.58,8.699999809265137,128900.0,,,
692,GRC,Greece,1990.0,75620.0,GRC_1990,55.61,8.4,8.300000190734863,128900.0,,,
693,GRC,Greece,1991.0,75820.0,GRC_1991,56.38,8.03,8.100000381469727,128900.0,,,
694,GRC,Greece,1992.0,78180.0,GRC_1992,54.91,7.89,7.099999904632568,128900.0,,,
695,GRC,Greece,1993.0,78090.0,GRC_1993,56.74,7.78,6.800000190734863,128900.0,,,
696,GRC,Greece,1994.0,79730.0,GRC_1994,56.89,7.97,9.399999618530272,128900.0,,,
697,GRC,Greece,1995.0,82830.0,GRC_1995,55.53,8.16,8.899999618530273,128900.0,,,
698,GRC,Greece,1996.0,82750.0,GRC_1996,56.24,8.15,9.199999809265137,128900.0,,,
699,GRC,Greece,1997.0,83760.0,GRC_1997,55.32,8.03,9.5,128900.0,,,
700,GRC,Greece,1998.0,87130.0,GRC_1998,54.77,8.5,8.899999618530273,128900.0,,,
701,GRC,Greece,1999.0,87400.0,GRC_1999,55.3,7.87,9.699999809265137,128900.0,,,
702,GRC,Greece,2000.0,94460.0,GRC_2000,55.29,8.54,9.899999618530272,128900.0,GRC,2000.0,54.900001525878906
703,GRC,Greece,2001.0,96610.0,GRC_2001,54.94,8.31,10.30000019073486,128900.0,,,
704,GRC,Greece,2002.0,96599.9984741211,GRC_2002,52.95,8.47,9.800000190734863,128900.0,,,
705,GRC,Greece,2003.0,100220.001220703,GRC_2003,53.58,8.63,10.10000038146973,128900.0,,,
706,GRC,Greece,2004.0,99839.9963378906,GRC_2004,54.52,8.38,10.69999980926514,128900.0,,,
707,GRC,Greece,2005.0,101949.996948242,GRC_2005,53.54,8.27,10.39999961853027,128900.0,GRC,2005.0,48.5
708,GRC,Greece,2006.0,100699.996948242,GRC_2006,52.78,8.36,10.10000038146973,128900.0,,,
709,GRC,Greece,2007.0,104309.997558594,GRC_2007,52.63,8.71,10.60000038146973,128900.0,,,
710,GRC,Greece,2008.0,100410.003662109,GRC_2008,52.85,9.4,9.100000381469728,128900.0,,,
711,GRC,Greece,2009.0,94739.9978637695,GRC_2009,52.1,9.27,10.39999961853027,128900.0,,,
712,GRC,Greece,2010.0,87580.0018310547,GRC_2010,50.32,9.81,7.599999904632568,128900.0,GRC,2010.0,42.900001525878906
713,GRC,Greece,2011.0,84550.0030517578,GRC_2011,50.69,9.87,8.300000190734863,128900.0,,,
714,GRC,Greece,2012.0,80089.9963378906,GRC_2012,52.46,10.42,7.0,128900.0,,,
715,HRV,Croatia,1993.0,15540.0,HRV_1993,67.27,8.19,6.800000190734863,55960.0,,,
716,HRV,Croatia,1994.0,14870.0,HRV_1994,68.1,9.11,6.800000190734863,55960.0,,,
717,HRV,Croatia,1995.0,15460.0,HRV_1995,64.74,8.64,6.800000190734863,55960.0,,,
718,HRV,Croatia,1996.0,15260.0,HRV_1996,76.04,11.14,8.0,55960.0,,,
719,HRV,Croatia,1997.0,17070.0,HRV_1997,77.87,10.45,6.699999809265137,55960.0,,,
720,HRV,Croatia,1998.0,18530.0,HRV_1998,82.36,12.49,7.199999809265137,55960.0,,,
721,HRV,Croatia,1999.0,18520.0,HRV_1999,80.63,11.24,7.0,55960.0,,,
722,HRV,Croatia,2000.0,18040.0,HRV_2000,80.64,13.26,6.400000095367432,55960.0,HRV,2000.0,34.400001525878906
723,HRV,Croatia,2001.0,19200.0,HRV_2001,70.57,11.08,6.300000190734863,55960.0,,,
724,HRV,Croatia,2002.0,20280.0006866455,HRV_2002,66.59,11.72,5.5,55960.0,,,
725,HRV,Croatia,2003.0,21610.0006103516,HRV_2003,66.0,12.39,5.400000095367432,55960.0,,,
726,HRV,Croatia,2004.0,21100.0003814697,HRV_2004,65.49,12.08,4.900000095367432,55960.0,,,
727,HRV,Croatia,2005.0,21450.0007629395,HRV_2005,63.63,12.32,5.400000095367432,55960.0,HRV,2005.0,34.900001525878906
728,HRV,Croatia,2006.0,21610.0006103516,HRV_2006,64.93,13.04,5.900000095367432,55960.0,,,
729,HRV,Croatia,2007.0,22879.9991607666,HRV_2007,64.6,13.17,6.5,55960.0,,,
730,HRV,Croatia,2008.0,21729.9995422363,HRV_2008,62.9,13.7,6.099999904632568,55960.0,,,
731,HRV,Croatia,2009.0,20309.9994659424,HRV_2009,63.09,13.36,4.300000190734863,55960.0,,,
732,HRV,Croatia,2010.0,19459.9990844727,HRV_2010,60.63,14.34,4.900000095367432,55960.0,HRV,2010.0,35.400001525878906
733,HRV,Croatia,2011.0,19030.0006866455,HRV_2011,59.86,15.83,5.0,55960.0,,,
734,HRV,Croatia,2012.0,17409.9998474121,HRV_2012,59.2,14.66,5.0,55960.0,,,
735,HRV,Croatia,2013.0,17010.0002288818,HRV_2013,58.13,15.34,4.699999809265137,55960.0,,,
736,HUN,Hungary,1960.0,45371.791,HUN_1960,29.47,7.09,5.800000190734863,91260.0,,,
737,HUN,Hungary,1961.0,48976.452,HUN_1961,32.68,7.43,6.099999904632568,91260.0,,,
738,HUN,Hungary,1962.0,50560.596,HUN_1962,32.47,8.16,6.0,91260.0,,,
739,HUN,Hungary,1963.0,56281.116,HUN_1963,35.09,8.07,5.699999809265137,91260.0,,,
740,HUN,Hungary,1964.0,62401.339,HUN_1964,35.48,8.53,5.800000190734863,91260.0,,,
741,HUN,Hungary,1965.0,61293.905,HUN_1965,39.36,8.13,6.5,91260.0,,,
742,HUN,Hungary,1966.0,61733.945,HUN_1966,41.22,8.51,7.199999809265137,91260.0,,,
743,HUN,Hungary,1967.0,58829.681,HUN_1967,42.86,7.97,7.199999809265137,91260.0,,,
744,HUN,Hungary,1968.0,61154.559,HUN_1968,43.9,8.58,7.5,91260.0,,,
745,HUN,Hungary,1969.0,62419.674,HUN_1969,45.08,8.04,7.0,91260.0,,,
746,HUN,Hungary,1970.0,70003.03,HUN_1970,44.23,8.54,7.5,91260.0,,,
747,HUN,Hungary,1971.0,69280.631,HUN_1971,47.87,8.94,8.0,91260.0,,,
748,HUN,Hungary,1972.0,69430.978,HUN_1972,47.32,8.83,8.600000381469727,91260.0,,,
749,HUN,Hungary,1973.0,73068.642,HUN_1973,48.59,9.87,7.699999809265137,91260.0,,,
750,HUN,Hungary,1974.0,74102.736,HUN_1974,53.5,9.96,7.699999809265137,91260.0,,,
751,HUN,Hungary,1975.0,75389.853,HUN_1975,52.88,9.2,8.399999618530273,91260.0,,,
752,HUN,Hungary,1976.0,80013.94,HUN_1976,55.05,10.09,8.600000381469727,91260.0,,,
753,HUN,Hungary,1977.0,83204.23,HUN_1977,57.12,9.71,8.399999618530273,91260.0,,,
754,HUN,Hungary,1978.0,88187.683,HUN_1978,62.31,11.12,8.300000190734863,91260.0,,,
755,HUN,Hungary,1979.0,86229.505,HUN_1979,64.52,10.56,8.5,91260.0,,,
756,HUN,Hungary,1980.0,86860.229,HUN_1980,64.56,11.59,9.399999618530272,91260.0,,,
757,HUN,Hungary,1981.0,86618.207,HUN_1981,68.45,11.25,9.199999809265137,91260.0,,,
758,HUN,Hungary,1982.0,86871.23,HUN_1982,70.84,12.24,8.699999809265137,91260.0,,,
759,HUN,Hungary,1983.0,89137.436,HUN_1983,72.38,12.81,8.199999809265137,91260.0,,,
760,HUN,Hungary,1984.0,90853.592,HUN_1984,75.19,12.79,9.0,91260.0,,,
761,HUN,Hungary,1985.0,86104.827,HUN_1985,74.46,12.97,8.899999618530273,91260.0,,,
762,HUN,Hungary,1986.0,83537.927,HUN_1986,80.49,13.9,8.899999618530273,91260.0,,,
763,HUN,Hungary,1987.0,84436.342,HUN_1987,82.85,15.12,8.899999618530273,91260.0,,,
764,HUN,Hungary,1988.0,78264.781,HUN_1988,80.84,15.21,8.699999809265137,91260.0,,,
765,HUN,Hungary,1989.0,76090.25,HUN_1989,81.54,16.19,8.899999618530273,91260.0,,,
766,HUN,Hungary,1990.0,67420.0,HUN_1990,87.12,17.45,9.399999618530272,91260.0,,,
767,HUN,Hungary,1991.0,64550.0,HUN_1991,87.84,17.73,8.699999809265137,91260.0,,,
768,HUN,Hungary,1992.0,58000.0,HUN_1992,90.92,18.68,8.5,91260.0,,,
769,HUN,Hungary,1993.0,58380.0,HUN_1993,91.3,20.02,9.0,91260.0,,,
770,HUN,Hungary,1994.0,57780.0,HUN_1994,92.35,19.38,9.300000190734863,91260.0,,,
771,HUN,Hungary,1995.0,57430.0,HUN_1995,90.76,20.72,9.0,91260.0,,,
772,HUN,Hungary,1996.0,58450.0,HUN_1996,92.25,22.52,6.900000095367432,91260.0,,,
773,HUN,Hungary,1997.0,56990.0,HUN_1997,91.07,21.79,7.199999809265137,91260.0,,,
774,HUN,Hungary,1998.0,57350.0,HUN_1998,92.23,22.11,7.199999809265137,91260.0,,,
775,HUN,Hungary,1999.0,57910.0,HUN_1999,92.83,23.72,7.5,91260.0,,,
776,HUN,Hungary,2000.0,54630.0,HUN_2000,91.03,24.13,7.0,91260.0,HUN,2000.0,37.400001525878906
777,HUN,Hungary,2001.0,56280.0,HUN_2001,87.07,23.55,6.800000190734863,91260.0,,,
778,HUN,Hungary,2002.0,55599.9984741211,HUN_2002,85.49,24.81,6.5,91260.0,,,
779,HUN,Hungary,2003.0,58189.998626709,HUN_2003,87.58,25.25,6.400000095367432,91260.0,,,
780,HUN,Hungary,2004.0,56349.9984741211,HUN_2004,86.76,25.29,5.300000190734863,91260.0,,,
781,HUN,Hungary,2005.0,55919.9981689453,HUN_2005,78.54,24.14,5.199999809265137,91260.0,HUN,2005.0,35.900001525878906
782,HUN,Hungary,2006.0,55459.9990844727,HUN_2006,78.75,24.6,6.800000190734863,91260.0,,,
783,HUN,Hungary,2007.0,53849.9984741211,HUN_2007,80.77,27.43,6.599999904632568,91260.0,,,
784,HUN,Hungary,2008.0,53009.9983215332,HUN_2008,80.43,28.5,6.5,91260.0,,,
785,HUN,Hungary,2009.0,47840.0001525879,HUN_2009,80.87,28.76,6.199999809265137,91260.0,,,
786,HUN,Hungary,2010.0,47880.0010681152,HUN_2010,80.72,29.71,6.099999904632568,91260.0,HUN,2010.0,34.599998474121094
787,HUN,Hungary,2011.0,46909.9998474121,HUN_2011,77.27,30.05,5.900000095367432,91260.0,,,
788,HUN,Hungary,2012.0,43430.0003051758,HUN_2012,77.87,30.72,3.299999952316284,91260.0,,,
789,IRL,Ireland,1960.0,11180.683,IRL_1960,27.84,6.35,7.300000190734863,68890.0,,,
790,IRL,Ireland,1961.0,12365.124,IRL_1961,29.67,6.38,7.599999904632568,68890.0,,,
791,IRL,Ireland,1962.0,13120.526,IRL_1962,30.12,8.45,7.5,68890.0,,,
792,IRL,Ireland,1963.0,13461.557,IRL_1963,29.38,6.98,7.900000095367432,68890.0,,,
793,IRL,Ireland,1964.0,14231.627,IRL_1964,30.82,7.18,7.599999904632568,68890.0,,,
794,IRL,Ireland,1965.0,13732.915,IRL_1965,33.22,8.34,7.5,68890.0,,,
795,IRL,Ireland,1966.0,15111.707,IRL_1966,37.16,8.15,7.699999809265137,68890.0,,,
796,IRL,Ireland,1967.0,16413.492,IRL_1967,37.48,9.53,7.800000190734863,68890.0,,,
797,IRL,Ireland,1968.0,17821.62,IRL_1968,41.7,10.57,7.900000095367432,68890.0,,,
798,IRL,Ireland,1969.0,18514.683,IRL_1969,39.3,9.88,8.199999809265137,68890.0,,,
799,IRL,Ireland,1970.0,19413.098,IRL_1970,43.94,11.03,8.300000190734863,68890.0,,,
800,IRL,Ireland,1971.0,22497.045,IRL_1971,43.95,12.58,8.300000190734863,68890.0,,,
801,IRL,Ireland,1972.0,22053.338,IRL_1972,43.34,13.29,8.699999809265137,68890.0,,,
802,IRL,Ireland,1973.0,22860.078,IRL_1973,47.17,12.08,9.199999809265137,68890.0,,,
803,IRL,Ireland,1974.0,23303.785,IRL_1974,48.53,16.13,9.800000190734863,68890.0,,,
804,IRL,Ireland,1975.0,22053.338,IRL_1975,49.36,15.65,9.699999809265137,68890.0,,,
805,IRL,Ireland,1976.0,22295.36,IRL_1976,53.58,15.04,9.300000190734863,68890.0,,,
806,IRL,Ireland,1977.0,23567.809,IRL_1977,51.48,14.96,8.899999618530273,68890.0,,,
807,IRL,Ireland,1978.0,23571.476,IRL_1978,52.29,15.67,9.300000190734863,68890.0,,,
808,IRL,Ireland,1979.0,27388.823,IRL_1979,52.45,17.18,9.0,68890.0,,,
809,IRL,Ireland,1980.0,26255.72,IRL_1980,50.19,16.47,8.800000190734863,68890.0,,,
810,IRL,Ireland,1981.0,26039.367,IRL_1981,56.48,18.08,8.399999618530273,68890.0,,,
811,IRL,Ireland,1982.0,25547.989,IRL_1982,51.54,18.29,7.800000190734863,68890.0,,,
812,IRL,Ireland,1983.0,25709.337,IRL_1983,56.53,20.5,7.400000095367432,68890.0,,,
813,IRL,Ireland,1984.0,25529.654,IRL_1984,58.37,20.52,7.099999904632568,68890.0,,,
814,IRL,Ireland,1985.0,26725.096,IRL_1985,58.7,19.15,6.900000095367432,68890.0,,,
815,IRL,Ireland,1986.0,28525.593,IRL_1986,58.96,19.46,6.5,68890.0,,,
816,IRL,Ireland,1987.0,30197.745,IRL_1987,53.18,18.37,6.199999809265137,68890.0,,,
817,IRL,Ireland,1988.0,29842.046,IRL_1988,56.05,21.51,6.099999904632568,68890.0,,,
818,IRL,Ireland,1989.0,30018.062,IRL_1989,54.48,22.53,6.199999809265137,68890.0,,,
819,IRL,Ireland,1990.0,30960.0,IRL_1990,54.04,20.79,6.300000190734863,68890.0,,,
820,IRL,Ireland,1991.0,31470.0,IRL_1991,51.31,19.09,6.699999809265137,68890.0,,,
821,IRL,Ireland,1992.0,31510.0,IRL_1992,52.67,20.57,6.400000095367432,68890.0,,,
822,IRL,Ireland,1993.0,31650.0,IRL_1993,54.51,20.29,6.0,68890.0,,,
