country_code,country_name,year,co2_emissions,merge_id,male_death_rate,female_death_rate,cigarette_sales
NLD,Netherlands,2005,167929.992675781,NLD_2005,53.67,22.61,5.099999904632568
NLD,Netherlands,2006,163699.996948242,NLD_2006,51.63,22.93,5.099999904632568
NLD,Netherlands,2007,164550.003051758,NLD_2007,51.18,24.16,5.300000190734863
NLD,Netherlands,2008,165220.001220703,NLD_2008,49.77,24.62,5.099999904632568
NLD,Netherlands,2009,160490.005493164,NLD_2009,48.65,24.13,4.599999904632568
NLD,Netherlands,2010,171110.000610352,NLD_2010,48.11,24.35,4.5
NLD,Netherlands,2011,158770.004272461,NLD_2011,46.99,25.82,1.5
NLD,Netherlands,2012,157470.001220703,NLD_2012,43.76,25.5,1.5
NOR,Norway,1960,13102.191,NOR_1960,13.74,2.9,2.700000047683716
NOR,Norway,1961,13351.547,NOR_1961,13.48,2.8,3.5
NOR,Norway,1962,14077.613,NOR_1962,13.32,2.95,3.799999952316284
NOR,Norway,1963,14983.362,NOR_1963,14.87,2.92,3.900000095367432
NOR,Norway,1964,16189.805,NOR_1964,15.22,3.4,3.5
NOR,Norway,1965,16409.825,NOR_1965,15.59,2.47,4.099999904632568
NOR,Norway,1966,19563.445,NOR_1966,15.62,2.94,4.300000190734863
NOR,Norway,1967,19328.757,NOR_1967,17.68,3.79,4.400000095367432
NOR,Norway,1968,21140.255,NOR_1968,19.89,3.83,4.699999809265137
NOR,Norway,1969,22222.02,NOR_1969,19.97,4.27,5.099999904632568
NOR,Norway,1970,28012.213,NOR_1970,20.97,3.88,4.800000190734863
NOR,Norway,1971,27198.139,NOR_1971,21.42,4.39,4.699999809265137
NOR,Norway,1972,29427.675,NOR_1972,21.3,4.29,5.199999809265137
NOR,Norway,1973,30524.108,NOR_1973,22.17,4.73,5.0
NOR,Norway,1974,27696.851,NOR_1974,21.61,4.49,5.5
NOR,Norway,1975,29673.364,NOR_1975,25.14,5.08,5.5
NOR,Norway,1976,29317.665,NOR_1976,25.64,4.99,5.199999809265137
NOR,Norway,1977,31070.491,NOR_1977,27.05,5.39,5.300000190734863
NOR,Norway,1978,34792.496,NOR_1978,27.49,5.37,5.099999904632568
NOR,Norway,1979,34242.446,NOR_1979,27.4,5.92,5.300000190734863
NOR,Norway,1980,38052.459,NOR_1980,26.99,6.39,5.599999904632568
NOR,Norway,1981,40329.666,NOR_1981,32.74,6.26,5.5
NOR,Norway,1982,41052.065,NOR_1982,32.11,7.62,5.199999809265137
NOR,Norway,1983,37498.742,NOR_1983,30.85,7.41,5.400000095367432
NOR,Norway,1984,40458.011,NOR_1984,32.37,8.5,5.300000190734863
NOR,Norway,1985,40714.701,NOR_1985,33.09,9.45,5.400000095367432
NOR,Norway,1986,47076.946,NOR_1986,34.58,9.71,5.5
NOR,Norway,1987,40707.367,NOR_1987,34.67,9.45,5.599999904632568
NOR,Norway,1988,42482.195,NOR_1988,34.97,11.29,5.400000095367432
NOR,Norway,1989,49379.822,NOR_1989,33.34,10.98,5.400000095367432
NOR,Norway,1990,29310.0,NOR_1990,33.72,11.61,5.400000095367432
NOR,Norway,1991,27330.0,NOR_1991,35.59,12.02,5.5
NOR,Norway,1992,30200.0,NOR_1992,35.14,11.6,5.199999809265137
NOR,Norway,1993,32430.0,NOR_1993,35.99,12.27,5.300000190734863
NOR,Norway,1994,34410.0,NOR_1994,35.99,14.66,5.0
NOR,Norway,1995,34390.0,NOR_1995,35.34,14.3,5.0
NOR,Norway,1996,34600.0,NOR_1996,35.22,15.77,5.199999809265137
NOR,Norway,1997,36540.0,NOR_1997,35.51,17.86,4.900000095367432
NOR,Norway,1998,37890.0,NOR_1998,34.79,15.72,5.400000095367432
NOR,Norway,1999,39700.0,NOR_1999,36.25,15.21,5.199999809265137
NOR,Norway,2000,34290.0,NOR_2000,34.48,17.59,4.900000095367432
NOR,Norway,2001,34720.0,NOR_2001,34.66,18.24,4.699999809265137
NOR,Norway,2002,34369.9989318848,NOR_2002,37.04,17.82,4.5
NOR,Norway,2003,37169.9981689453,NOR_2003,35.59,18.35,4.5
NOR,Norway,2004,37340.0001525879,NOR_2004,34.5,19.1,4.400000095367432
NOR,Norway,2005,36349.9984741211,NOR_2005,33.69,19.49,3.799999952316284
NOR,Norway,2006,37200.0007629395,NOR_2006,34.21,19.12,4.199999809265137
NOR,Norway,2007,37750.0,NOR_2007,33.79,20.73,3.400000095367432
NOR,Norway,2008,36869.9989318848,NOR_2008,32.56,21.44,4.0
NOR,Norway,2009,37430.0003051758,NOR_2009,32.63,18.92,3.900000095367432
NOR,Norway,2010,41409.9998474121,NOR_2010,32.03,20.9,3.5
NOR,Norway,2011,39599.9984741211,NOR_2011,31.7,20.59,3.200000047683716
NZL,New Zealand,1960,11543.716,NZL_1960,30.53,5.09,8.199999809265137
NZL,New Zealand,1961,11767.403,NZL_1961,35.0,5.87,8.199999809265137
NZL,New Zealand,1962,11210.019,NZL_1962,37.87,4.78,8.100000381469727
NZL,New Zealand,1963,12229.445,NZL_1963,39.89,6.03,8.399999618530273
NZL,New Zealand,1964,13105.858,NZL_1964,40.24,5.9,8.199999809265137
NZL,New Zealand,1965,13699.912,NZL_1965,40.68,5.14,8.100000381469727
NZL,New Zealand,1966,14015.274,NZL_1966,44.52,5.37,8.600000381469727
NZL,New Zealand,1967,13641.24,NZL_1967,41.26,6.58,8.300000190734863
NZL,New Zealand,1968,13487.226,NZL_1968,49.81,6.88,8.199999809265137
NZL,New Zealand,1969,14271.964,NZL_1969,50.68,8.01,8.199999809265137
NZL,New Zealand,1970,14194.957,NZL_1970,52.48,9.84,8.300000190734863
NZL,New Zealand,1971,15060.369,NZL_1971,51.41,8.88,8.199999809265137
NZL,New Zealand,1972,16197.139,NZL_1972,46.47,10.69,8.300000190734863
NZL,New Zealand,1973,18202.988,NZL_1973,50.75,11.91,8.300000190734863
NZL,New Zealand,1974,18756.705,NZL_1974,54.47,12.21,8.300000190734863
NZL,New Zealand,1975,18261.66,NZL_1975,55.9,11.94,8.600000381469727
NZL,New Zealand,1976,19237.082,NZL_1976,57.34,11.35,8.399999618530273
NZL,New Zealand,1977,20300.512,NZL_1977,56.78,13.02,8.5
NZL,New Zealand,1978,18008.637,NZL_1978,54.85,13.75,8.300000190734863
NZL,New Zealand,1979,16475.831,NZL_1979,56.78,14.17,7.900000095367432
NZL,New Zealand,1980,17458.587,NZL_1980,56.27,14.46,7.699999809265137
NZL,New Zealand,1981,16527.169,NZL_1981,57.18,15.77,7.800000190734863
NZL,New Zealand,1982,18239.658,NZL_1982,53.32,15.36,7.599999904632568
NZL,New Zealand,1983,17964.633,NZL_1983,58.27,14.97,7.5
NZL,New Zealand,1984,19295.754,NZL_1984,59.34,15.15,7.5
NZL,New Zealand,1985,21803.982,NZL_1985,52.51,16.61,6.699999809265137
NZL,New Zealand,1986,22893.081,NZL_1986,55.37,15.83,6.199999809265137
NZL,New Zealand,1987,24110.525,NZL_1987,54.43,18.89,6.199999809265137
NZL,New Zealand,1988,25397.642,NZL_1988,51.01,18.35,6.300000190734863
NZL,New Zealand,1989,25404.976,NZL_1989,50.16,19.58,5.099999904632568
NZL,New Zealand,1990,22310.0,NZL_1990,49.49,20.01,5.300000190734863
NZL,New Zealand,1991,22630.0,NZL_1991,45.44,19.06,4.699999809265137
NZL,New Zealand,1992,24380.0,NZL_1992,48.61,18.9,4.199999809265137
NZL,New Zealand,1993,23960.0,NZL_1993,44.73,18.76,4.199999809265137
NZL,New Zealand,1994,24230.0,NZL_1994,44.87,20.04,4.0
NZL,New Zealand,1995,24330.0,NZL_1995,42.82,20.71,4.0
NZL,New Zealand,1996,25410.0,NZL_1996,42.6,19.78,4.199999809265137
NZL,New Zealand,1997,27690.0,NZL_1997,40.71,21.19,4.099999904632568
NZL,New Zealand,1998,27180.0,NZL_1998,38.72,20.23,4.0
NZL,New Zealand,1999,28610.0,NZL_1999,38.34,21.23,3.799999952316284
NZL,New Zealand,2000,29450.0,NZL_2000,36.79,19.51,3.900000095367432
NZL,New Zealand,2001,31620.0,NZL_2001,35.11,21.43,3.400000095367432
NZL,New Zealand,2002,31540.0009155273,NZL_2002,35.05,20.63,3.5
NZL,New Zealand,2003,33400.0015258789,NZL_2003,33.39,21.63,3.099999904632568
NZL,New Zealand,2004,32840.0001525879,NZL_2004,35.86,21.38,3.099999904632568
NZL,New Zealand,2005,34229.9995422363,NZL_2005,32.29,19.07,3.299999952316284
NZL,New Zealand,2006,34270.0004577637,NZL_2006,29.48,21.32,3.200000047683716
NZL,New Zealand,2007,33270.0004577637,NZL_2007,30.27,20.35,3.200000047683716
NZL,New Zealand,2008,34169.9981689453,NZL_2008,30.06,22.59,3.299999952316284
NZL,New Zealand,2009,31170.0000762939,NZL_2009,28.85,20.98,3.099999904632568
POL,Poland,1960,199767.159,POL_1960,18.79,3.58,6.199999809265137
POL,Poland,1961,207434.856,POL_1961,20.33,4.16,6.900000095367432
POL,Poland,1962,216815.042,POL_1962,22.57,4.36,7.199999809265137
POL,Poland,1963,231219.018,POL_1963,25.71,4.36,7.099999904632568
POL,Poland,1964,243114.766,POL_1964,28.67,4.52,6.099999904632568
POL,Poland,1965,247221.806,POL_1965,29.87,4.88,6.699999809265137
POL,Poland,1966,252678.302,POL_1966,32.38,4.94,7.400000095367432
POL,Poland,1967,259282.569,POL_1967,34.51,5.07,7.099999904632568
POL,Poland,1968,276073.762,POL_1968,36.95,5.56,7.599999904632568
POL,Poland,1969,293653.36,POL_1969,36.7,5.61,8.0
POL,Poland,1970,304441.674,POL_1970,38.98,5.32,8.0
POL,Poland,1971,313246.141,POL_1971,42.59,5.75,7.699999809265137
POL,Poland,1972,329952.993,POL_1972,43.32,5.71,9.100000381469728
POL,Poland,1973,336128.221,POL_1973,46.88,5.66,8.300000190734863
POL,Poland,1974,346876.198,POL_1974,47.67,5.96,8.699999809265137
POL,Poland,1975,375559.472,POL_1975,49.14,6.4,8.800000190734863
POL,Poland,1976,399035.606,POL_1976,52.71,6.28,9.399999618530272
POL,Poland,1977,419024.423,POL_1977,52.59,6.92,9.399999618530272
POL,Poland,1978,432056.941,POL_1978,55.5,7.01,9.399999618530272
POL,Poland,1979,442489.556,POL_1979,56.87,6.93,9.5
POL,Poland,1980,464575.897,POL_1980,60.24,7.9,9.600000381469728
POL,Poland,1981,410062.275,POL_1981,62.32,7.69,9.100000381469728
POL,Poland,1982,422211.046,POL_1982,62.68,8.05,9.199999809265137
POL,Poland,1983,422339.391,POL_1983,67.36,8.4,8.600000381469727
POL,Poland,1984,433894.108,POL_1984,69.55,8.92,8.800000190734863
POL,Poland,1985,445899.866,POL_1985,71.11,9.06,9.199999809265137
POL,Poland,1986,453369.545,POL_1986,72.37,9.34,9.699999809265137
POL,Poland,1987,465353.301,POL_1987,72.97,9.56,10.10000038146973
POL,Poland,1988,445976.873,POL_1988,75.5,10.16,9.199999809265137
POL,Poland,1989,423787.856,POL_1989,75.42,10.33,9.300000190734863
POL,Poland,1990,350210.0,POL_1990,77.47,10.96,9.899999618530272
POL,Poland,1991,351620.0,POL_1991,78.14,11.18,10.69999980926514
POL,Poland,1992,343370.0,POL_1992,76.47,10.95,9.100000381469728
POL,Poland,1993,344020.0,POL_1993,78.25,11.69,9.699999809265137
POL,Poland,1994,339750.0,POL_1994,77.69,11.79,8.899999618530273
POL,Poland,1995,340000.0,POL_1995,78.91,12.44,9.300000190734863
POL,Poland,1996,355320.0,POL_1996,76.8,12.48,8.199999809265137
POL,Poland,1999,308980.0,POL_1999,74.1,12.79,7.800000190734863
POL,Poland,2000,295770.0,POL_2000,75.82,13.9,6.5
POL,Poland,2001,293630.0,POL_2001,76.47,14.26,6.599999904632568
POL,Poland,2002,287320.007324219,POL_2002,76.27,15.09,6.599999904632568
POL,Poland,2003,297730.010986328,POL_2003,73.53,15.4,6.300000190734863
POL,Poland,2004,301850.006103516,POL_2004,73.11,14.9,6.199999809265137
POL,Poland,2005,301350.006103516,POL_2005,72.03,15.76,6.400000095367432
POL,Poland,2006,314089.996337891,POL_2006,71.08,16.03,5.800000190734863
POL,Poland,2007,313380.004882813,POL_2007,69.23,17.04,5.699999809265137
POL,Poland,2008,308329.986572266,POL_2008,69.12,17.01,5.199999809265137
POL,Poland,2009,297260.009765625,POL_2009,65.79,17.63,5.400000095367432
POL,Poland,2010,313739.990234375,POL_2010,63.34,17.94,5.0
POL,Poland,2011,310589.996337891,POL_2011,61.14,17.84,4.800000190734863
POL,Poland,2012,303350.006103516,POL_2012,60.51,18.0,4.300000190734863
PRT,Portugal,1960,8225.081,PRT_1960,9.54,2.42,3.099999904632568
PRT,Portugal,1961,9090.493,PRT_1961,9.81,2.89,2.799999952316284
PRT,Portugal,1962,9303.179,PRT_1962,10.34,2.72,2.900000095367432
PRT,Portugal,1963,10025.578,PRT_1963,11.21,2.74,3.299999952316284
PRT,Portugal,1964,11023.002,PRT_1964,11.18,2.71,3.400000095367432
PRT,Portugal,1965,11598.721,PRT_1965,11.78,2.24,3.5
PRT,Portugal,1966,11851.744,PRT_1966,13.56,3.31,3.700000047683716
PRT,Portugal,1967,12409.128,PRT_1967,11.9,2.94,3.799999952316284
PRT,Portugal,1968,13010.516,PRT_1968,13.74,2.62,3.900000095367432
PRT,Portugal,1969,14612.995,PRT_1969,14.32,3.35,3.900000095367432
PRT,Portugal,1970,15258.387,PRT_1970,14.51,3.14,4.199999809265137
PRT,Portugal,1971,16406.158,PRT_1971,16.05,3.58,4.199999809265137
PRT,Portugal,1972,18349.668,PRT_1972,15.37,3.47,4.400000095367432
PRT,Portugal,1973,20003.485,PRT_1973,16.35,3.56,4.5
PRT,Portugal,1974,20714.883,PRT_1974,15.5,3.8,4.699999809265137
PRT,Portugal,1975,21356.608,PRT_1975,16.97,3.73,4.800000190734863
PRT,Portugal,1976,22423.705,PRT_1976,17.96,3.59,4.599999904632568
PRT,Portugal,1977,22728.066,PRT_1977,18.69,3.65,4.900000095367432
PRT,Portugal,1978,22742.734,PRT_1978,21.59,3.37,4.900000095367432
PRT,Portugal,1979,25030.942,PRT_1979,22.74,3.89,4.699999809265137
PRT,Portugal,1980,26985.453,PRT_1980,23.65,4.1,4.599999904632568
PRT,Portugal,1981,27227.475,PRT_1981,21.18,4.22,4.800000190734863
PRT,Portugal,1982,29255.326,PRT_1982,22.82,4.62,4.800000190734863
PRT,Portugal,1983,30179.41,PRT_1983,23.73,4.13,5.0
PRT,Portugal,1984,29064.642,PRT_1984,25.22,4.02,5.0
PRT,Portugal,1985,27407.158,PRT_1985,27.53,4.43,4.900000095367432
PRT,Portugal,1986,30520.441,PRT_1986,27.52,4.68,4.900000095367432
PRT,Portugal,1987,31536.2,PRT_1987,29.6,4.57,5.300000190734863
PRT,Portugal,1988,32925.993,PRT_1988,28.03,4.7,5.099999904632568
PRT,Portugal,1989,41209.746,PRT_1989,27.11,4.75,5.099999904632568
PRT,Portugal,1990,41070.0,PRT_1990,29.15,4.97,5.300000190734863
PRT,Portugal,1991,42770.0,PRT_1991,28.74,5.3,5.5
PRT,Portugal,1992,46770.0,PRT_1992,28.84,4.91,5.699999809265137
PRT,Portugal,1993,45790.0,PRT_1993,32.37,5.34,5.699999809265137
PRT,Portugal,1994,47300.0,PRT_1994,30.9,5.18,5.900000095367432
PRT,Portugal,1995,50690.0,PRT_1995,31.06,5.31,5.400000095367432
PRT,Portugal,1996,48740.0,PRT_1996,32.11,4.68,5.300000190734863
PRT,Portugal,1997,50930.0,PRT_1997,31.55,5.07,5.400000095367432
PRT,Portugal,1998,55600.0,PRT_1998,33.15,5.28,5.300000190734863
PRT,Portugal,1999,62210.0,PRT_1999,30.65,5.33,5.5
PRT,Portugal,2000,61660.0,PRT_2000,31.65,5.68,5.400000095367432
PRT,Portugal,2001,61380.0,PRT_2001,31.32,5.01,5.599999904632568
PRT,Portugal,2002,65599.9984741211,PRT_2002,32.12,5.96,5.5
PRT,Portugal,2003,60520.0004577637,PRT_2003,33.57,5.82,5.400000095367432
PRT,Portugal,2007,58799.9992370605,PRT_2007,32.94,6.23,4.400000095367432
PRT,Portugal,2008,56840.0001525879,PRT_2008,31.2,6.29,4.0
PRT,Portugal,2009,56299.9992370605,PRT_2009,32.17,6.87,4.0
PRT,Portugal,2010,50939.998626709,PRT_2010,33.53,6.35,3.900000095367432
PRT,Portugal,2011,49869.9989318848,PRT_2011,32.95,7.05,3.900000095367432
PRT,Portugal,2012,48220.0012207031,PRT_2012,32.16,6.93,3.099999904632568
ROU,Romania,1960,53450.192,ROU_1960,30.12,6.78,4.300000190734863
ROU,Romania,1961,55775.07,ROU_1961,37.58,8.29,4.5
ROU,Romania,1962,63879.14,ROU_1962,36.61,7.58,4.5
ROU,Romania,1963,69529.987,ROU_1963,27.54,6.17,4.300000190734863
ROU,Romania,1964,72115.222,ROU_1964,38.87,7.53,4.400000095367432
ROU,Romania,1965,78723.156,ROU_1965,39.76,7.5,4.5
ROU,Romania,1966,84183.319,ROU_1966,39.96,7.23,4.900000095367432
ROU,Romania,1967,92129.708,ROU_1967,37.99,7.05,4.699999809265137
ROU,Romania,1968,100189.774,ROU_1968,39.65,7.18,4.699999809265137
ROU,Romania,1969,111649.149,ROU_1969,29.48,6.02,4.800000190734863
ROU,Romania,1970,120112.585,ROU_1970,29.4,6.06,4.699999809265137
ROU,Romania,1971,125829.438,ROU_1971,30.53,5.76,4.699999809265137
ROU,Romania,1972,132422.704,ROU_1972,30.55,5.98,4.800000190734863
ROU,Romania,1973,144960.177,ROU_1973,30.9,5.95,4.900000095367432
ROU,Romania,1974,150944.721,ROU_1974,31.57,5.97,5.0
ROU,Romania,1975,162257.416,ROU_1975,32.1,6.02,5.199999809265137
ROU,Romania,1976,174765.553,ROU_1976,33.32,6.35,5.300000190734863
ROU,Romania,1977,178399.55,ROU_1977,33.43,6.55,5.400000095367432
ROU,Romania,1978,193903.626,ROU_1978,34.52,6.36,5.599999904632568
ROU,Romania,1980,196617.206,ROU_1980,35.45,7.19,5.699999809265137
ROU,Romania,1981,198153.679,ROU_1981,34.7,6.43,5.900000095367432
ROU,Romania,1982,195773.796,ROU_1982,35.0,6.24,6.0
ROU,Romania,1983,200562.898,ROU_1983,35.4,6.38,5.900000095367432
ROU,Romania,1984,189272.205,ROU_1984,36.5,6.3,5.800000190734863
ROU,Romania,1985,194343.666,ROU_1985,38.15,6.45,5.800000190734863
ROU,Romania,1986,202147.042,ROU_1986,40.27,6.66,5.699999809265137
ROU,Romania,1987,212165.286,ROU_1987,40.36,6.62,4.599999904632568
ROU,Romania,1988,212777.675,ROU_1988,42.24,6.65,4.900000095367432
ROU,Romania,1989,214141.799,ROU_1989,41.21,6.97,5.0
ROU,Romania,1990,172630.0,ROU_1990,40.98,7.2,5.0
ROU,Romania,1991,142760.0,ROU_1991,42.39,6.96,3.599999904632568
ROU,Romania,1992,126190.0,ROU_1992,45.33,6.85,4.300000190734863
ROU,Romania,1993,117700.0,ROU_1993,46.02,7.94,5.5
ROU,Romania,1994,115160.0,ROU_1994,47.81,7.76,5.699999809265137
ROU,Romania,1995,120880.0,ROU_1995,48.48,7.94,6.300000190734863
ROU,Romania,1996,124210.0,ROU_1996,47.54,7.9,4.900000095367432
ROU,Romania,1997,113610.0,ROU_1997,48.33,8.32,4.699999809265137
ROU,Romania,1998,99540.0,ROU_1998,48.94,8.3,5.0
ROU,Romania,1999,84990.0,ROU_1999,47.2,8.26,6.0
ROU,Romania,2000,89020.0,ROU_2000,49.87,8.76,6.0
ROU,Romania,2001,95230.0,ROU_2001,50.18,8.76,5.599999904632568
ROU,Romania,2002,93739.9978637695,ROU_2002,50.67,8.7,5.699999809265137
ROU,Romania,2003,98139.9993896484,ROU_2003,49.9,9.23,5.800000190734863
ROU,Romania,2004,95349.9984741211,ROU_2004,49.97,8.59,5.599999904632568
ROU,Romania,2005,94709.9990844727,ROU_2005,51.88,9.44,5.099999904632568
ROU,Romania,2006,99260.0021362305,ROU_2006,50.94,9.94,4.599999904632568
ROU,Romania,2007,96730.0033569336,ROU_2007,51.12,9.64,4.699999809265137
ROU,Romania,2008,95419.9981689453,ROU_2008,51.97,9.55,4.900000095367432
ROU,Romania,2009,80709.9990844727,ROU_2009,53.01,9.7,4.900000095367432
ROU,Romania,2010,77620.002746582,ROU_2010,52.33,10.05,4.099999904632568
ROU,Romania,2011,84059.9975585938,ROU_2011,52.27,10.56,4.199999809265137
ROU,Romania,2012,81849.9984741211,ROU_2012,52.19,10.99,4.099999904632568
ROU,Romania,2013,72089.9963378906,ROU_2013,51.41,11.23,4.0
RUS,Russian Federation,1988,3950345.423,RUS_1988,77.62,8.15,4.900000095367432
RUS,Russian Federation,1989,3862616.115,RUS_1989,78.69,8.19,4.599999904632568
RUS,Russian Federation,1990,2163530.0,RUS_1990,79.06,8.23,4.699999809265137
RUS,Russian Federation,1991,2136440.0,RUS_1991,79.11,8.03,4.699999809265137
RUS,Russian Federation,1992,2030810.0,RUS_1992,78.49,8.13,4.400000095367432
RUS,Russian Federation,1993,1880250.0,RUS_1993,79.25,8.13,4.400000095367432
RUS,Russian Federation,1994,1685050.0,RUS_1994,77.9,8.02,4.199999809265137
RUS,Russian Federation,1995,1635490.0,RUS_1995,74.74,7.56,5.0
RUS,Russian Federation,1996,1601180.0,RUS_1996,71.07,7.26,4.900000095367432
RUS,Russian Federation,1997,1489510.0,RUS_1997,70.01,7.27,5.400000095367432
RUS,Russian Federation,1998,1487970.0,RUS_1998,68.38,7.01,5.699999809265137
RUS,Russian Federation,1999,1523720.0,RUS_1999,67.44,6.74,6.699999809265137
RUS,Russian Federation,2000,1563850.0,RUS_2000,66.42,6.73,8.300000190734863
RUS,Russian Federation,2001,1567170.0,RUS_2001,63.61,6.73,8.699999809265137
RUS,Russian Federation,2002,1565339.96582031,RUS_2002,62.38,6.58,9.0
RUS,Russian Federation,2003,1610000.0,RUS_2003,60.34,6.31,8.699999809265137
RUS,Russian Federation,2004,1600979.98046875,RUS_2004,59.6,6.47,8.399999618530273
SVK,Slovak Republic,1993,44320.0,SVK_1993,68.15,8.04,6.5
SVK,Slovak Republic,1994,41700.0,SVK_1994,67.92,8.25,6.5
SVK,Slovak Republic,1995,42370.0,SVK_1995,72.27,7.74,7.199999809265137
SVK,Slovak Republic,1996,42170.0,SVK_1996,67.99,7.47,7.400000095367432
SVK,Slovak Republic,1997,42270.0,SVK_1997,66.6,8.48,7.699999809265137
SVK,Slovak Republic,1998,41400.0,SVK_1998,68.87,8.36,7.900000095367432
SVK,Slovak Republic,1999,40660.0,SVK_1999,65.21,8.96,7.900000095367432
SVK,Slovak Republic,2000,38070.0,SVK_2000,67.25,9.1,7.800000190734863
SVK,Slovak Republic,2001,38580.0,SVK_2001,62.79,8.37,7.699999809265137
SVK,Slovak Republic,2002,38069.9996948242,SVK_2002,58.92,8.21,7.699999809265137
SVK,Slovak Republic,2003,38330.0018310547,SVK_2003,55.69,8.82,7.599999904632568
SVK,Slovak Republic,2004,37430.0003051758,SVK_2004,55.86,9.31,7.599999904632568
SVK,Slovak Republic,2006,37869.9989318848,SVK_2006,53.43,9.06,4.300000190734863
SVK,Slovak Republic,2007,37189.998626709,SVK_2007,52.1,9.08,4.599999904632568
SVK,Slovak Republic,2008,37099.9984741211,SVK_2008,51.17,9.96,5.0
SVK,Slovak Republic,2009,33909.9998474121,SVK_2009,49.34,10.33,4.599999904632568
SVK,Slovak Republic,2010,35430.0003051758,SVK_2010,48.36,11.26,4.400000095367432
SVK,Slovak Republic,2012,32349.9984741211,SVK_2012,48.5,10.66,4.199999809265137
SVK,Slovak Republic,2013,32919.9981689453,SVK_2013,47.2,11.05,3.900000095367432
SVK,Slovak Republic,2014,30440.0005340576,SVK_2014,44.1,11.18,3.900000095367432
SVN,Slovenia,1993,13560.0,SVN_1993,68.94,10.36,6.300000190734863
SVN,Slovenia,1994,13610.0,SVN_1994,67.52,9.73,6.300000190734863
SVN,Slovenia,1995,14470.0,SVN_1995,68.82,10.72,6.199999809265137
SVN,Slovenia,1996,15290.0,SVN_1996,65.76,10.1,6.199999809265137
SVN,Slovenia,1997,15730.0,SVN_1997,61.66,10.94,6.199999809265137
SVN,Slovenia,1998,15500.0,SVN_1998,62.84,10.01,6.199999809265137
SVN,Slovenia,1999,14910.0,SVN_1999,60.53,12.85,6.099999904632568
SVN,Slovenia,2000,14540.0,SVN_2000,59.09,11.53,6.099999904632568
SVN,Slovenia,2001,15380.0,SVN_2001,58.09,12.22,6.0
SVN,Slovenia,2002,15520.0004577637,SVN_2002,54.81,13.22,3.900000095367432
SVN,Slovenia,2003,15409.9998474121,SVN_2003,56.34,13.97,3.700000047683716
SVN,Slovenia,2004,15699.9998092651,SVN_2004,57.85,12.7,3.599999904632568
SVN,Slovenia,2006,16290.0009155273,SVN_2006,55.37,13.55,6.800000190734863
SVN,Slovenia,2007,16280.0006866455,SVN_2007,55.79,14.76,6.599999904632568
SVN,Slovenia,2008,17360.0006103516,SVN_2008,52.66,14.76,7.400000095367432
SVN,Slovenia,2009,15510.0002288818,SVN_2009,46.76,14.28,6.599999904632568
SVN,Slovenia,2010,15779.9997329712,SVN_2010,50.28,14.92,6.199999809265137
SVN,Slovenia,2011,15699.9998092651,SVN_2011,47.34,15.73,5.699999809265137
SVN,Slovenia,2012,15119.9998855591,SVN_2012,45.7,16.13,5.800000190734863
SVN,Slovenia,2013,14550.0001907349,SVN_2013,41.99,16.03,4.800000190734863
SVN,Slovenia,2014,13109.9996566772,SVN_2014,43.48,17.69,4.599999904632568
SWE,Sweden,1960,49222.141,SWE_1960,15.73,3.96,3.5
SWE,Sweden,1961,48851.774,SWE_1961,16.58,4.46,3.700000047683716
SWE,Sweden,1962,51326.999,SWE_1962,17.35,4.39,3.799999952316284
SWE,Sweden,1963,55371.7,SWE_1963,16.8,4.48,3.900000095367432
SWE,Sweden,1964,60432.16,SWE_1964,18.47,4.15,3.900000095367432
SWE,Sweden,1965,62628.693,SWE_1965,18.65,4.66,4.0
SWE,Sweden,1966,72591.932,SWE_1966,18.99,4.41,4.199999809265137
SWE,Sweden,1967,69001.939,SWE_1967,20.05,5.53,4.199999809265137
SWE,Sweden,1968,77685.395,SWE_1968,20.01,5.1,4.5
SWE,Sweden,1969,86467.86,SWE_1969,22.1,5.1,4.699999809265137
SWE,Sweden,1970,92379.064,SWE_1970,22.12,5.45,4.699999809265137
SWE,Sweden,1971,84590.356,SWE_1971,24.37,5.92,4.599999904632568
SWE,Sweden,1972,84781.04,SWE_1972,25.51,5.81,5.099999904632568
SWE,Sweden,1973,87366.275,SWE_1973,25.81,6.38,4.199999809265137
SWE,Sweden,1974,79889.262,SWE_1974,26.77,6.77,4.900000095367432
SWE,Sweden,1975,80824.347,SWE_1975,27.25,6.92,5.099999904632568
SWE,Sweden,1976,88308.694,SWE_1976,27.87,6.64,5.199999809265137
SWE,Sweden,1977,85804.133,SWE_1977,30.13,7.13,4.900000095367432
SWE,Sweden,1978,79533.563,SWE_1978,29.06,7.52,5.099999904632568
SWE,Sweden,1979,84927.72,SWE_1979,30.02,7.43,5.099999904632568
SWE,Sweden,1980,71759.523,SWE_1980,28.3,8.21,5.099999904632568
SWE,Sweden,1981,69430.978,SWE_1981,27.29,8.9,4.900000095367432
SWE,Sweden,1982,62291.329,SWE_1982,27.11,8.69,5.099999904632568
SWE,Sweden,1983,58297.966,SWE_1983,27.56,8.69,4.900000095367432
SWE,Sweden,1984,57333.545,SWE_1984,28.71,9.24,5.0
SWE,Sweden,1985,62394.005,SWE_1985,28.25,9.16,4.900000095367432
SWE,Sweden,1986,62038.306,SWE_1986,26.57,9.94,4.800000190734863
SWE,Sweden,1987,59717.095,SWE_1987,27.37,10.49,4.699999809265137
SWE,Sweden,1988,57443.555,SWE_1988,27.52,10.91,4.699999809265137
