country_code,country_name,year,co2_emissions,merge_id,male_death_rate,female_death_rate,cigarette_sales
SWE,Sweden,1989,55533.048,SWE_1989,25.93,10.89,4.599999904632568
SWE,Sweden,1990,53350.0,SWE_1990,27.03,10.77,4.5
SWE,Sweden,1991,54240.0,SWE_1991,27.18,12.11,4.5
SWE,Sweden,1992,56750.0,SWE_1992,26.57,12.28,4.599999904632568
SWE,Sweden,1993,56500.0,SWE_1993,25.34,11.66,3.799999952316284
SWE,Sweden,1994,58490.0,SWE_1994,25.99,12.19,3.599999904632568
SWE,Sweden,1995,58230.0,SWE_1995,25.47,13.44,3.400000095367432
SWE,Sweden,1996,63650.0,SWE_1996,24.67,14.1,3.5
SWE,Sweden,1997,57380.0,SWE_1997,25.13,13.72,2.599999904632568
SWE,Sweden,1998,58360.0,SWE_1998,24.25,13.68,2.5
SWE,Sweden,1999,57260.0,SWE_1999,24.8,14.07,2.799999952316284
SWE,Sweden,2000,53280.0,SWE_2000,23.79,14.71,2.900000095367432
SWE,Sweden,2001,52500.0,SWE_2001,23.8,15.91,2.900000095367432
SWE,Sweden,2002,54020.0004577637,SWE_2002,23.25,15.66,3.0
SWE,Sweden,2003,55200.0007629395,SWE_2003,23.57,15.36,2.900000095367432
SWE,Sweden,2004,53590.0001525879,SWE_2004,23.24,17.11,2.799999952316284
SWE,Sweden,2005,50209.9990844727,SWE_2005,24.2,17.64,2.700000047683716
SWE,Sweden,2006,48900.0015258789,SWE_2006,23.21,17.16,2.599999904632568
USA,United States,1960,2890696.1,USA_1960,34.23,5.14,10.69999980926514
USA,United States,1961,2880505.507,USA_1961,35.77,5.54,11.0
USA,United States,1962,2987207.873,USA_1962,37.57,5.77,10.89999961853027
USA,United States,1963,3119230.874,USA_1963,38.96,6.17,11.0
USA,United States,1964,3255995.306,USA_1964,40.5,6.36,10.60000038146973
USA,United States,1965,3390922.571,USA_1965,42.14,6.87,10.69999980926514
USA,United States,1966,3561878.111,USA_1966,44.07,7.36,10.69999980926514
USA,United States,1967,3695708.943,USA_1967,45.84,7.85,10.69999980926514
USA,United States,1968,3831354.94,USA_1968,48.85,8.98,10.39999961853027
USA,United States,1969,4024748.853,USA_1969,49.91,9.56,10.0
USA,United States,1970,4328904.501,USA_1970,51.66,10.23,10.19999980926514
USA,United States,1971,4356770.034,USA_1971,52.79,10.99,9.899999618530272
USA,United States,1972,4564952.958,USA_1972,54.72,11.83,10.19999980926514
USA,United States,1973,4770194.948,USA_1973,55.52,12.24,10.69999980926514
USA,United States,1974,4598487.673,USA_1974,57.04,13.17,10.60000038146973
USA,United States,1975,4406329.539,USA_1975,57.34,13.81,10.39999961853027
USA,United States,1976,4613100.668,USA_1976,58.64,14.85,10.30000019073486
USA,United States,1977,4742292.745,USA_1977,59.9,15.68,10.19999980926514
USA,United States,1978,4890861.25,USA_1978,61.03,16.76,10.0
USA,United States,1979,4901796.244,USA_1979,61.45,17.43,9.899999618530272
USA,United States,1980,4723209.677,USA_1980,62.63,18.77,9.899999618530272
USA,United States,1981,4535800.308,USA_1981,62.77,19.41,9.899999618530272
USA,United States,1982,4306748.487,USA_1982,63.69,20.57,9.699999809265137
USA,United States,1983,4341878.347,USA_1983,63.82,21.78,9.100000381469728
USA,United States,1984,4475192.132,USA_1984,63.98,22.33,9.0
USA,United States,1985,4492555.377,USA_1985,63.97,23.42,8.800000190734863
USA,United States,1986,4495463.308,USA_1986,63.87,24.0,8.600000381469727
USA,United States,1987,4688373.177,USA_1987,64.44,24.91,8.300000190734863
USA,United States,1988,4892526.068,USA_1988,63.99,25.87,8.100000381469727
USA,United States,1989,4955081.421,USA_1989,63.61,26.93,7.599999904632568
USA,United States,1990,4844520.0,USA_1990,65.62,27.9,7.400000095367432
USA,United States,1991,4807500.0,USA_1991,64.61,28.22,7.099999904632568
USA,United States,1992,4879630.0,USA_1992,63.17,28.96,6.900000095367432
USA,United States,1993,4995210.0,USA_1993,62.83,29.27,6.599999904632568
USA,United States,1994,5066810.0,USA_1994,61.32,29.45,6.599999904632568
USA,United States,1995,5117040.0,USA_1995,60.12,29.82,6.5
USA,United States,1996,5273490.0,USA_1996,58.94,29.88,6.400000095367432
USA,United States,1997,5543350.0,USA_1997,57.6,30.04,6.300000190734863
USA,United States,1998,5590540.0,USA_1998,56.37,30.07,6.0
USA,United States,1999,5609020.0,USA_1999,54.19,29.33,5.699999809265137
USA,United States,2000,5775810.0,USA_2000,53.67,29.66,5.400000095367432
USA,United States,2001,5748260.0,USA_2001,52.41,29.36,5.300000190734863
USA,United States,2002,5593029.78515625,USA_2002,51.08,29.63,5.099999904632568
USA,United States,2003,5658990.234375,USA_2003,49.9,29.36,4.900000095367432
USA,United States,2004,5738290.0390625,USA_2004,48.74,29.04,4.699999809265137
USA,United States,2005,5753490.234375,USA_2005,47.88,28.69,4.5
USA,United States,2006,5653080.078125,USA_2006,46.42,28.33,4.5
USA,United States,2007,5736319.82421875,USA_2007,44.79,28.11,4.199999809265137
USA,United States,2008,5558379.8828125,USA_2008,43.59,27.65,4.0
USA,United States,2009,5156430.17578125,USA_2009,42.04,27.2,3.700000047683716
USA,United States,2010,5392109.86328125,USA_2010,40.85,26.54,3.599999904632568
USA,United States,2011,5173600.09765625,USA_2011,39.27,25.81,3.5
USA,United States,2012,4956060.05859375,USA_2012,38.15,25.49,3.5
USA,United States,2013,5092100.09765625,USA_2013,36.62,24.83,3.299999952316284
USA,United States,2014,5107209.9609375,USA_2014,35.31,24.29,3.200000047683716
